,name,price,cluster_group
380,Dell Precision Mobile Workstation 7550,27633,1.0
381,Lenovo ThinkPad P1 (2nd Gen),28517,1.0
382,Lenovo ThinkPad P1 (3rd Gen),34031,2.0
383,ASUS ProArt StudioBook Pro X W730G5T-H8103R,43566,3.0
384,HP 240 G8,4454,0.0
385,Lenovo IdeaPad 3 14ADA05,4621,0.0
386,ASUS ExpertBook P1510CJ- EJ313R,5538,0.0
387,ASUS TUF FX506LH-HN004T GTX1650 & 144 Hz,5999,0.0
388,Acer Swift 3 SF313-53-56R1 - 16 GB RAM & 512 GB SSD,6999,0.0
389,HP ProBook 455 G8 Ryzen 5 5600U 16GB 512GB,7024,0.0
390,Acer TravelMate P2 TMP215-52G-74JT,7165,0.0
391,Lenovo ThinkPad L14 Gen 1,7984,0.0
392,Lenovo ThinkPad T490s i7 8GB 256GB,9416,0.0
393,"GIGABYTE G5 15.6"" - FHD 240Hz with RTX 3060P",10802,0.0
394,Lenovo ThinkPad X13 Gen1 20UF R5 PRO 4650U 16GB 256GB,10990,0.0
395,HP EliteBook 855 G7,11180,0.0
396,"Apple MacBook Pro 2020 13"" Silver i5 8GB 256GB",11313,0.0
397,HP ProBook x360 435 G8,11883,0.0
398,HP EliteBook 845 G7,12424,0.0
399,Lenovo ThinkPad T14 Gen 1,12559,0.0
400,Lenovo ThinkPad T14s Gen 2,13291,0.0
401,Lenovo ThinkPad X1 Carbon Gen 8,13963,0.0
402,HP EliteBook x360 830 G8,14226,0.0
403,"Apple MacBook Pro 2020 13"" with Touch Bar Silver i5 16GB 512GB",15155,0.0
404,Acer Nitro 5 AN517-41-R5HK,16499,1.0
405,Lenovo ThinkPad P15 Gen 1,21904,1.0
406,Lenovo 100e Chromebook (2nd Gen) AST,2354,0.0
407,Acer Chromebook 311,2606,0.0
408,ASUS VivoBook 14,3761,0.0
409,Acer Aspire 3 A317-32-P4Z6,3769,0.0
410,Lenovo IdeaPad Flex 5 14ARE05,5084,0.0
411,Lenovo ThinkBook 13s-IWL,5899,0.0
412,Lenovo ThinkBook 13s G2 ITL,6990,0.0
413,Microsoft Surface Go 2,7301,0.0
414,HP ProBook 430 G7,8395,0.0
415,ASUS ROG STRIX G713QC-HX011T IPS 144 Hz & RTX 3050,8469,0.0
416,HP ProBook 650 G8,8634,0.0
417,Lenovo ThinkPad X1 Carbon (7th Gen),10369,0.0
418,ASUS ExpertBook B9450FA-BM0521R,10528,0.0
419,HP EliteBook 830 G7,10757,0.0
420,Lenovo ThinkPad X13 Gen1 20UF R5 PRO 4650U 16GB 256GB,10990,0.0
421,"Microsoft Surface laptop 4 13.5""",11625,0.0
422,Acer Nitro 5 AN517-41-R69J,11999,0.0
423,Dell Latitude 7400 2-in-1,12138,0.0
424,ASUS TUF Gaming Dash F15 RTX 3070 & 144 Hz,12269,0.0
425,Lenovo Legion Y740-15ICHg,12370,0.0
426,HP EliteBook 840 G8,12746,0.0
427,Lenovo ThinkPad T14s Gen 2,14198,0.0
428,Dell XPS 15 9500,17392,1.0
429,Dell Chromebook 3100,2483,0.0
430,Acer Chromebook 13 CB713-1W-31HK,3399,0.0
431,Lenovo IdeaPad 5 14ARE05,5473,0.0
432,Dell Latitude 3510,5616,0.0
433,Lenovo IdeaPad Gaming 3-15IMH,6587,0.0
434,ASUS TUF Gaming FX505GT BQ018T,6696,0.0
435,Samsung Galaxy Book LTE - Intel Core i5 & 256 GB SSD,6799,0.0
436,ASUS Chromebook Flip C434TA-E10008,6834,0.0
437,HP ProBook 430 G8,6853,0.0
438,Lenovo ThinkBook 14s Yoga ITL,8773,0.0
439,"Apple MacBook Air M1 2020 13"" M1/8/512 Gold",9999,0.0
440,HP EliteBook 850 G8,10699,0.0
441,Lenovo ThinkPad T14 Gen 1,11147,0.0
442,"Microsoft Surface laptop 4 13.5""",11606,0.0
443,Acer Nitro 5 AN517-41-R69J,11999,0.0
444,Lenovo ThinkPad X13 Gen 1,12152,0.0
445,ASUS TUF Gaming A17 FX706IU-H7250T,12718,0.0
446,"Microsoft Surface laptop 4 15""",14343,0.0
447,Razer *DEMO* Blade 15 Base - 4K OLED with RTX 2070,15714,0.0
448,Lenovo ThinkPad P14s Gen 2,16894,1.0
449,ASUS ROG Zephyrus G14 GA401IV-HA035R,17352,1.0
450,Acer Chromebook 311 C733-C9CU,2545,0.0
451,HP ZBook Fury 15 G7 Mobile Workstation,28005,1.0
452,Dell Chromebook 3100,2970,0.0
453,Samsung Chromebook 4+,3320,0.0
454,Microsoft Surface Go 2,4232,0.0
455,Acer Aspire 5 A517-52-35BC,4599,0.0
456,Acer Chromebook Enterprise Spin 513 CP513-1HL-S48R,4828,0.0
457,HP ProBook 445 G7 Ryzen 3 8GB 256GB,6390,0.0
458,Lenovo ThinkPad L14 Gen 1,6915,0.0
459,MSI Modern 15 A10M-049NE robust bærbar med Core i5 & 512 GB SSD,6929,0.0
460,Dell Precision Mobile Workstation 3550,8252,0.0
461,Dell Latitude 5400,8486,0.0
462,Acer *DEMO* Predator Triton 500 PT515-51-55NF,9285,0.0
463,HP ProBook 450 G8,9636,0.0
464,Lenovo Legion 5 15ACH6H 82JU,10900,0.0
465,HP ProBook x360 435 G8,11112,0.0
466,HP EliteBook 835 G7,11513,0.0
467,HP EliteBook 855 G7,13101,0.0
468,"Microsoft Surface laptop 4 15""",13134,0.0
469,Dell Latitude 9520,13680,0.0
470,HP EliteBook 850 G8,14396,0.0
471,ASUS ROG Zephyrus M15 GU502LU-AZ027T,14445,0.0
472,HP ZBook Firefly 14 G8 Mobile Workstation,15505,0.0
473,HP EliteBook x360 1030 G8,15575,0.0
474,Lenovo ThinkPad T14s Gen 1,17585,1.0
475,HP Elite Dragonfly G2,19498,1.0
476,"Microsoft Surface laptop 4 13.5""",20548,1.0
477,Lenovo ThinkPad X1 Titanium G1,20682,1.0
478,Dell Chromebook 3100,2288,0.0
479,Lenovo ThinkPad P1 (3rd Gen),23546,1.0
480,Lenovo ThinkPad P15 Gen 1,25785,1.0
481,Lenovo ThinkPad T15g Gen 1,28628,1.0
482,Lenovo IdeaPad 3 15ADA05,3211,0.0
483,Lenovo ThinkPad E15 Gen 2,6383,0.0
484,HP ProBook 445 G7 Ryzen 5 4500U (Renoir),6928,0.0
485,Lenovo Gaming 3 15IMH05,7399,0.0
486,Lenovo ThinkBook 15p-IMH,9460,0.0
487,Dell XPS 13 9365 2-in-1,10926,0.0
488,Lenovo ThinkPad T15 Gen 1,11138,0.0
489,HP EliteBook 835 G7,11513,0.0
490,Lenovo ThinkPad T15 Gen 2,11961,0.0
491,HP EliteBook 855 G7,13101,0.0
492,Lenovo ThinkPad T14 Gen 1,14100,0.0
493,HP EliteBook x360 830 G8,15356,0.0
494,HP ZBook Firefly 15 G8 Mobile Workstation,17112,1.0
495,Lenovo ThinkPad X1 Yoga Gen 5,20038,1.0
496,Lenovo ThinkPad X1 Yoga Gen 6,20562,1.0
497,HP ZBook Studio G7 Mobile Workstation,23737,1.0
498,Lenovo ThinkPad X1 Extreme Gen 3,25197,1.0
499,Acer - Nordic,2751,0.0
500,Acer Chromebook 714 CB714-1W-P69Z,2999,0.0
501,Lenovo IdeaPad 3 14ADA05,3199,0.0
502,Acer Aspire 5 A515-55-31V3,3900,0.0
503,HP ZBook Fury 15 G7 Mobile Workstation,42257,3.0
504,Lenovo IdeaPad 5 14ALC05,4992,0.0
505,Lenovo IdeaPad 5 15ALC05,5063,0.0
506,HP ProBook x360 11 G5,5257,0.0
507,Acer Swift 5 SF514-54T-508A,6775,0.0
508,HP ProBook 440 G8,7102,0.0
509,Lenovo ThinkPad X395,7999,0.0
510,Lenovo Legion 5 15IMH05H - Intel Quad Core i5 processor & Nvidia GTX 1660Ti,9199,0.0
511,Apple MacBook Air with Retina display,9421,0.0
512,Lenovo ThinkPad T14s Gen 1,13360,0.0
513,HP EliteBook x360 830 G8,14669,0.0
514,"Microsoft Surface laptop 4 13.5""",15195,0.0
515,Lenovo ThinkPad X1 Yoga Gen 5,15367,0.0
516,Apple MacBook Pro with Touch Bar,16855,1.0
517,HP ZBook Studio G7 Mobile Workstation,19221,1.0
518,Lenovo ThinkPad X1 Carbon Gen 8,19233,1.0
519,Lenovo Legion 7 15IMH05,19848,1.0
520,Dell Precision Mobile Workstation 5750,19927,1.0
521,HP Elite Dragonfly G2,20450,1.0
522,Razer Blade Pro 17 - FHD 360Hz with RTX 3080,26995,1.0
523,HP ZBook Fury 17 G7 Mobile Workstation,32354,2.0
524,Acer Chromebook 715 CB715-1W-P3KQ,3655,0.0
525,Acer ConceptD 7 Ezel Pro CC715-91P-X2SY,39900,3.0
526,MSI WT73VR 7RM 1223NE,42822,3.0
527,Acer Aspire 5 A515-45-R1FK,4299,0.0
528,"Microsoft Surface Go 2 10.5"" Pentium 8GB 128GB",4799,0.0
529,Fujitsu LIFEBOOK A3510,4960,0.0
530,Lenovo IdeaPad 5 15ALC05,5063,0.0
531,ASUS ZenBook 14 UX425EA-PURE12 - Intel Core i5,6999,0.0
532,HP ProBook 440 G8,7102,0.0
533,Dell Latitude 7300,7522,0.0
534,Fujitsu LIFEBOOK U749,7998,0.0
535,ASUS TUF Gaming F15,9241,0.0
536,Dell Latitude 5320,9491,0.0
537,Dell Latitude 5300 2-in-1,11242,0.0
538,Lenovo ThinkPad X13 Gen 1,11851,0.0
539,Lenovo ThinkPad T14s Gen 1,14207,0.0
540,HP EliteBook 840 G8,14226,0.0
541,"Microsoft Surface laptop 4 15""",14276,0.0
542,Dell Precision Mobile Workstation 3541,14729,0.0
543,HP EliteBook 845 G7,14758,0.0
544,Acer Chromebook 311 C721-211F,1821,0.0
545,Microsoft Surface Book 3,18802,1.0
546,Lenovo ThinkPad X1 Nano Gen 1,19392,1.0
547,Lenovo ThinkPad P14s Gen 1,19709,1.0
548,GIGABYTE AORUS 17G YC 8NE6450SH,20863,1.0
549,HP ZBook Create G7,22830,1.0
550,HP EliteBook x360 1040 G8,24940,1.0
551,Lenovo ThinkPad X1 Fold Gen 1,27204,1.0
552,Razer Blade 15 Advanced - UHD OLED with RTX 3080,27995,1.0
553,Acer Chromebook Spin 511 R752T-C8JP,2926,0.0
554,Acer Chromebook Spin 512,3613,0.0
555,Lenovo 300e Chromebook (2nd Gen),3812,0.0
556,HP EliteBook 840 G3 (Refurbished),4421,0.0
557,Lenovo IdeaPad Flex 5 14ARE05,5299,0.0
558,HP Mobile Thin Client mt45,64146,5.0
559,HP EliteBook 855 G7,10279,0.0
560,HP PB 650 G8 i7-1165G7 15 16GB 512GB,10652,0.0
561,Lenovo ThinkBook 14s Yoga ITL,10677,0.0
562,Acer Nitro 5 AN517-54-76UR - IPS 144 Hz & RTX 3060,11999,0.0
563,HP EliteBook 840 G8,13834,0.0
564,ASUS ExpertBook B9450FA-BM0524R,13890,0.0
565,ASUS ROG Zephyrus G14 GA401IV-HE136T,14999,0.0
566,Lenovo ThinkPad P15s Gen 1,15493,0.0
567,Dell Precision Mobile Workstation 3551,15795,0.0
568,HP EliteBook 850 G7,16303,0.0
569,ASUS ROG Zephyrus G14 GA401IV-HA112R,17995,1.0
570,ASUS *DEMO* ROG Zephyrus Duo 15 GX550LXS-HF073T,19580,1.0
571,Lenovo ThinkPad X1 Carbon Gen 8,20753,1.0
572,Dell Precision Mobile Workstation 7550,23238,1.0
573,Acer Aspire 3 A315-35-C8DE,2399,0.0
574,Lenovo ThinkPad P15 Gen 1,27534,1.0
575,HP ZBook Create G7,27990,1.0
576,Razer Blade Pro 17 - UHD 120Hz Touch with RTX 3080,29995,2.0
577,Lenovo ThinkPad P1,34209,2.0
578,Lenovo ThinkBook 14-IML,6275,0.0
579,Dell Latitude 3510,6359,0.0
580,Lenovo ThinkPad L13,8249,0.0
581,HP ProBook 430 G8,9702,0.0
582,HP ProBook 450 G7 i7 16GB 512GB,10186,0.0
583,HP EliteBook 850 G8,11636,0.0
584,HP EliteBook 830 G8,12007,0.0
585,Lenovo ThinkPad T14 Gen 1,12410,0.0
586,Lenovo ThinkPad X13 Yoga Gen 1,12973,0.0
587,HP EliteBook 840 G8,13487,0.0
588,HP EliteBook 850 G7,13660,0.0
589,Lenovo ThinkPad X13 Gen 1,15235,0.0
590,HP EliteBook 845 G7,15550,0.0
591,HP EliteBook 835 G7,18294,1.0
592,HP EliteBook 840 Aero G8,18541,1.0
593,Lenovo ThinkPad T15p Gen 1,19098,1.0
594,Acer ConceptD 7 Pro CN715-72P-73M2,19585,1.0
595,Acer ConceptD 7 Ezel Pro CC715-71P-776K,23999,1.0
596,HP ZBook Fury 17 G7 Mobile Workstation,35473,2.0
597,Lenovo ThinkPad E14 Gen 2,6383,0.0
598,Lenovo ThinkPad L15 Gen 1,6701,0.0
599,Lenovo *DEMO* Yoga Slim 7 15IIL05,7143,0.0
600,Lenovo IdeaPad 5 14ITL05 82FE,7233,0.0
601,Fujitsu LIFEBOOK U759,8008,0.0
602,HP ProBook x360 435 G7,8699,0.0
603,Microsoft Surface Pro 7,10499,0.0
604,Dell Latitude 7310,12646,0.0
605,HP EliteBook x360 830 G7,13329,0.0
606,HP EliteBook 855 G7,13644,0.0
607,Lenovo ThinkPad T14s Gen 1,13832,0.0
608,HP EliteBook x360 1040 G7,18474,1.0
609,HP EliteBook 835 G7,19955,1.0
610,HP Elite Dragonfly G2,20234,1.0
611,Acer Chromebook 311 C733T-C2LT,2485,0.0
612,Dell Precision Mobile Workstation 7550,24901,1.0
613,Acer Chromebook 315 CB315-3H-C18Y,2601,0.0
614,Acer Chromebook 311,2676,0.0
615,Acer Chromebook 314 C933-C9T6,2775,0.0
616,Acer Chromebook 314 C933-C14Z,3139,0.0
617,Lenovo ThinkPad T15g Gen 1,34263,2.0
618,Acer Chromebook 314,4653,0.0
619,ASUS VivoBook 15 M513IA-BQ675T - Ryzen 5 & 256 GB SSD,5199,0.0
620,Acer Chromebook Enterprise Spin 513 CP513-1HL-S15S,6587,0.0
621,ASUS TUF Gaming A17 FX706IH-H7067T,7074,0.0
622,Acer Nitro 5 AN515-45-R6EF,8499,0.0
623,"HP Pro c640 Chromebook - 14""",8933,0.0
624,Dell Latitude 5510,9039,0.0
625,Acer Spin 5 SP513-55N-500L,9253,0.0
626,HP ProBook 440 G8,9627,0.0
627,Lenovo ThinkPad X13 Gen 1,10935,0.0
628,HP EliteBook 840 G8,11291,0.0
629,Lenovo ThinkBook Plus IML,12242,0.0
630,Dell Precision Mobile Workstation 3551,12672,0.0
631,"Microsoft Surface laptop 4 13.5""",12816,0.0
632,Dell Latitude 7520,13174,0.0
633,HP EliteBook 855 G7,13364,0.0
634,Lenovo ThinkPad P14s Gen 1,14516,0.0
635,Lenovo ThinkPad X13 Yoga Gen 1,15451,0.0
636,Lenovo ThinkPad T14 Gen 1,15999,0.0
637,HP EliteBook x360 830 G7,16909,1.0
638,Lenovo ThinkPad X1 Carbon Gen 8,18950,1.0
639,Dell Latitude 9520 2in1,20026,1.0
640,Acer ConceptD 7 Pro CN715-72P-74AH,20366,1.0
641,HP EliteBook x360 1030 G7,22035,1.0
642,Lenovo ThinkPad P1 (3rd Gen),24558,1.0
643,Acer Aspire 3 A315-35-C3GU,2499,0.0
644,HP ZBook Fury 17 G7 Mobile Workstation,25294,1.0
645,Acer Chromebook 13 CB713-1W-32UD,3299,0.0
646,Acer Chromebook Spin 511,3553,0.0
647,"Lenovo IdeaPad 3 15ITL6 - Intel core i5 & 15.6"" IPS",5323,0.0
648,Acer Aspire 5 A517-52-52J2,5499,0.0
649,HP ProBook 640 G8,8631,0.0
650,Acer Enduro N3 EN314-51W-30W4,8660,0.0
651,Acer TravelMate Spin P4 TMP414RN-51-74AJ,10075,0.0
652,HP PB 640 G8 i7-1165G7 14 16GB/512 (ML),10847,0.0
653,HP ProBook x360 435 G7,11636,0.0
654,Lenovo ThinkPad T14 Gen 2,12495,0.0
655,Lenovo ThinkPad T14 Gen 1,12725,0.0
656,Dell Latitude 9410,13743,0.0
657,Dell XPS 13 9310 2in1,14210,0.0
658,Lenovo Yoga 9 15IMH5,15498,0.0
659,HP EliteBook 840 G8,15923,0.0
660,HP EliteBook x360 830 G7,17912,1.0
661,HP EliteBook 840 G7,18073,1.0
662,ASUS Chromebook C202XA-GJ0002,2206,0.0
663,Lenovo ThinkPad X1 Fold Gen 1,24185,1.0
664,Lenovo ThinkPad P15 Gen 1,26318,1.0
665,Lenovo 300e Chromebook (2nd Gen) AST,2999,0.0
666,HP ZBook Studio G7 Mobile Workstation,29990,2.0
667,Acer Chromebook Spin 512 R852T-C6ZJ,3160,0.0
668,Acer Chromebook Spin 512,3923,0.0
669,Acer Chromebook Spin 512 R852TN-C7K3,4079,0.0
670,Acer Chromebook Spin 513 CP513-1H,4450,0.0
671,HP Chromebook x360 11 G3,4895,0.0
672,Dell Latitude 3410,6190,0.0
673,Acer TravelMate P2 TMP214-53-56LA,6242,0.0
674,Dell Latitude 3301,6505,0.0
675,ASUS Zenbook 14 UM433IQ-PURE1,7499,0.0
676,Acer Enduro N3 EN314-51WG-54TL,10230,0.0
677,Lenovo ThinkPad T14 Gen 1,11178,0.0
678,HP ProBook 635 Aero G7,12935,0.0
679,Dell Latitude 9510,13550,0.0
680,Acer ConceptD 3 Pro CN315-72P-74HE,14114,0.0
681,Lenovo ThinkPad X13 Gen 1,14299,0.0
682,Acer Nitro 5 AN515-45-R36L,15599,0.0
683,HP EliteBook x360 830 G8,16793,1.0
684,HP EliteBook x360 1040 G8,16803,1.0
685,Acer ConceptD 3 Ezel Pro CC314-72P-76LN,17792,1.0
686,HP EliteBook x360 1030 G8,18597,1.0
687,Lenovo ThinkPad X1 Carbon (7th Gen),19570,1.0
688,Lenovo ThinkPad X1 Yoga Gen 5,19582,1.0
689,Lenovo ThinkPad P1 (3rd Gen),21121,1.0
690,HP Chromebook 11A G8,3581,0.0
691,Acer Chromebook Spin 511 R752TN-C0A2,3707,0.0
692,HP Chromebook 11 G8,3747,0.0
693,Acer TravelMate P2 TMP214-53-31Y8,5342,0.0
694,Acer Enduro T1 ET110-31W-C9XZ rugged PC/Tablet,5512,0.0
695,Acer Aspire 5 A515-45-R6NZ,5639,0.0
696,Microsoft Surface Pro 7,6533,0.0
697,HP 250 G7,7319,0.0
698,HP PB 630 G8 i5-1135G7 13 8GB/256 (ML),8856,0.0
699,Lenovo ThinkBook Plus IML,9264,0.0
700,Dell Precision Mobile Workstation 3550,10228,0.0
701,Dell Latitude 7520,10459,0.0
702,Lenovo ThinkPad X13 Yoga Gen 1,12408,0.0
703,Lenovo ThinkPad T14 Gen 1,13038,0.0
704,Acer *DEMO* Predator Helios 700 PH717-72-716P,13928,0.0
705,HP EliteBook x360 830 G7,14672,0.0
706,Acer Predator Helios 300 PH317-55-73EZ - IPS 144 Hz & RTX3070,14799,0.0
707,HP EliteBook 830 G8,15599,0.0
708,HP EliteBook 845 G7,16074,0.0
709,HP Elite c1030 Chromebook Enterprise,16091,0.0
710,HP EliteBook x360 1030 G8,16863,1.0
711,Acer ConceptD 3 Ezel Pro CC315-72P-72Y5,17793,1.0
712,Lenovo ThinkPad P1 (3rd Gen),19662,1.0
713,HP EliteBook x360 1040 G8,20082,1.0
714,Razer Blade 15 Advanced - QHD 240Hz with RTX 3070,21495,1.0
715,HP ZBook Studio G7 Mobile Workstation,25743,1.0
716,HP Chromebook 11 G8,3485,0.0
717,HP Stream Pro 11 G5,4219,0.0
718,HP Chromebook 14 G6,4254,0.0
719,Acer Aspire 5 A515-44-R2SD,4910,0.0
720,Lenovo IdeaPad Flex 5 14ARE05 - Ryzen 5 & Flipdesign,5299,0.0
721,Acer Swift 3 SF314-42-R7RK - Ryzen 5 4500U & 512 GB SSD,5365,0.0
722,HP Pro c640 Chromebook,7116,0.0
723,HP PB 450 G8 i5-1135G7 15 8GB/256 (ML),8982,0.0
724,HP Elite c1030 Chromebook,10189,0.0
725,Dell Latitude 5310 2-in-1,10493,0.0
726,Lenovo ThinkPad T14s Gen 1,11586,0.0
727,ASUS ROG Zephyrus G14 GA401IU-HE094R,12962,0.0
728,Dell Latitude 7410 2-in-1,12967,0.0
729,Acer Nitro 5 AN517-54-72VL - IPS 144Hz & RTX3070,13499,0.0
730,"Microsoft Surface laptop 4 13.5""",13834,0.0
731,Lenovo ThinkPad X13 Gen 1,14081,0.0
732,HP EliteBook 830 G8,14999,0.0
733,Acer Enduro T5 ET510-51W-M8N4,15681,0.0
734,HP EliteBook 845 G7,16534,1.0
735,HP Elite c1030 Chromebook Enterprise,17064,1.0
736,HP EliteBook x360 830 G7,17561,1.0
737,Razer Blade Pro 17,20495,1.0
738,HP ZBook Fury 15 G7 Mobile Workstation,22695,1.0
739,Acer Chromebook 311 C733T-C5Y3,2309,0.0
740,Acer Chromebook Spin 512 R852T-C1A8,3077,0.0
741,Acer Chromebook Spin 513 CP513-1HL,5341,0.0
742,Acer Aspire 5 A515-56-507A,5999,0.0
743,"Microsoft Surface GO 2 10.5"" M3/8/128 LTE",6730,0.0
744,Dell Latitude 5310,7618,0.0
745,Lenovo ThinkPad L14 Gen 1,7824,0.0
746,Acer TravelMate Spin P4 TMP414RN-51-53XF,9585,0.0
747,Lenovo ThinkPad T14 Gen 1,11073,0.0
748,HP ProBook x360 435 G7,11462,0.0
749,Lenovo ThinkPad T14s Gen 1,11982,0.0
750,"GIGABYTE G7 17.3"" - FHD 144Hz with RTX 3060P",12201,0.0
751,HP EliteBook 830 G7,12730,0.0
752,HP Elite c1030 Chromebook Enterprise,13605,0.0
753,ASUS ZenBook Flip S13 OLED UX371EA-PURE14,15399,0.0
754,"GIGABYTE AERO 15.6"" - FHD 144Hz with RTX 3070Q",15619,0.0
755,Dell Latitude 9520,16675,1.0
756,HP EliteBook x360 830 G8,17356,1.0
757,HP EliteBook 835 G7,17589,1.0
758,Lenovo ThinkPad X1 Carbon (7th Gen),18289,1.0
759,HP Chromebook 11 G8,2746,0.0
760,Apple MacBook Pro with Touch Bar,27870,1.0
761,Lenovo 500e Chromebook (2nd Gen),3480,0.0
762,Acer Chromebook Spin 511 R752TN,3709,0.0
763,ASUS D415DA EK016T,4899,0.0
764,HP ProBook 430 G7,6953,0.0
765,HP Pro c645 Chromebook Enterprise,7543,0.0
766,Acer TravelMate P4 TMP414-51-54HA,7765,0.0
767,Dell Latitude 7300,7915,0.0
768,MSI GF63 9SC-074NE Thin,8332,0.0
769,Acer Enduro N3 EN314-51W-59EQ,9425,0.0
770,Dell Latitude 7310,10070,0.0
771,Acer Enduro N3 EN314-51WG-7025,12576,0.0
772,Lenovo *DEMO* Legion 7 15IMH05,12800,0.0
773,Razer Blade Stealth 13,13995,0.0
774,ASUS ProArt StudioBook W700G1T-AV046R,16085,0.0
775,HP EliteBook x360 1040 G7,16564,1.0
776,HP Elite x2 G8,19118,1.0
777,Acer Enduro N7 EN714-51W-541A,23495,1.0
778,HP ZBook Create G7,23799,1.0
779,Apple MacBook Pro with Touch Bar,29294,2.0
780,Lenovo ThinkPad P1 (3rd Gen),33520,2.0
781,Acer Aspire 3 A317-33-C1Z4 - Celeron N4500 & 4 GB RAM,3439,0.0
782,Microsoft Surface Go 2 Academic 4GB 64GB,3581,0.0
783,Lenovo IdeaPad 5 14ARE05,6027,0.0
784,Acer TravelMate P2 TMP215-53-588S,6243,0.0
785,Acer Aspire 5 A515-45-R1DK,6299,0.0
786,Lenovo IdeaPad Flex 5 14ITL05,6528,0.0
787,Microsoft Surface Pro 7,6696,0.0
788,Lenovo Yoga Slim 7 15ITL05 - Intel Core i7 & 512GB SSD,8799,0.0
789,Microsoft Surface Pro X SQ1 8GB 128GB,8807,0.0
790,Acer TravelMate P6,9111,0.0
791,Lenovo Legion 5 17ARH05H 82GN,9199,0.0
792,Lenovo *DEMO* Yoga S940-14IIL,9200,0.0
793,Lenovo Yoga Slim 7 15ITL05 - Intel Core i7 & 1TB SSD,9237,0.0
794,"GIGABYTE AORUS 15.6"" - FHD 240Hz with RTX 3060P",12499,0.0
795,Dell Latitude 7320,12965,0.0
796,"Fujitsu LIFEBOOK U729x / i5 8265U / 12.5"" / 256 SSD",13899,0.0
797,ASUS ZenBook S UX393EA PURE2,15060,0.0
798,Lenovo Display for IdeaPad S510,1533,0.0
799,HP EliteBook 845 G8,15416,0.0
800,HP EliteBook x360 1030 G7,16076,0.0
801,HP EliteBook x360 1040 G7,16076,0.0
802,HP EliteBook 840 Aero G8,16137,0.0
803,MSI GE66 10UE 053NE Raider,17250,1.0
804,Dell XPS 13 9310 2in1,18100,1.0
805,ASUS Chromebook C423NA-EB0030,2399,0.0
806,MSI GS66 10SGS-017NE Stealth,24181,1.0
807,Acer Chromebook 13 CB713-1W-P7CR,2799,0.0
808,Acer Aspire 7 A715-42G-R2QH,5799,0.0
809,HP 340S G7,5805,0.0
810,Lenovo *DEMO* ThinkBook 15p-IMH,7883,0.0
811,Lenovo Yoga S7 Pro 14IHU5 - Intel Core i5 & 512GB SSD,8371,0.0
812,Lenovo *DEMO* ThinkPad X13 Gen 1,9718,0.0
813,Lenovo Legion 5 15IMH05H,10140,0.0
814,Dell Latitude 7320,11408,0.0
815,Dell Latitude 7420,12259,0.0
816,ASUS Zephyrus GA401QE-HZ052T - IPS 144 Hz & RTX3050 Ti,12799,0.0
817,Microsoft Surface Book 3 i7 16GB 256GB,15242,0.0
818,HP EliteBook 845 G8,17189,1.0
819,Dell XPS 13 9310 2in1,18100,1.0
